,RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,Type
7675,2.0,7.3772515238e-312,7.377251524196e-312,7.37725152459e-312,7.377251524986e-312,7.37725152538e-312,7.377251525777e-312,7.37725152617e-312,7.377251526567e-312,7.37725152696e-312
7676,2.0,7.377251527753e-312,7.37725152815e-312,7.377251528543e-312,7.37725152894e-312,7.377251529334e-312,7.37725152973e-312,7.377251530124e-312,7.37725153052e-312,7.377251530915e-312
7677,2.0,7.377251531705e-312,7.3772515321e-312,7.377251532496e-312,7.37725153289e-312,7.377251533287e-312,7.37725153368e-312,7.377251534077e-312,7.37725153447e-312,7.377251534868e-312
7678,2.0,7.37725153566e-312,7.377251536053e-312,7.37725153645e-312,7.377251536844e-312,7.37725153724e-312,7.377251537634e-312,7.37725153803e-312,7.377251538425e-312,7.37725153882e-312
7679,2.0,7.37725153961e-312,7.377251540006e-312,7.3772515404e-312,7.377251540796e-312,7.37725154119e-312,7.377251541587e-312,7.37725154198e-312,7.377251542377e-312,7.377251542773e-312
7680,2.0,7.377251543563e-312,7.37725154396e-312,7.377251544354e-312,7.37725154475e-312,7.377251545144e-312,7.37725154554e-312,7.377251545935e-312,7.37725154633e-312,7.377251546725e-312
7681,2.0,7.377251547516e-312,7.37725154791e-312,7.377251548306e-312,7.3772515487e-312,7.377251549097e-312,7.37725154949e-312,7.377251549887e-312,7.37725155028e-312,7.37725155068e-312
7682,2.0,7.37725155147e-312,7.377251551863e-312,7.37725155226e-312,7.377251552654e-312,7.37725155305e-312,7.377251553444e-312,7.37725155384e-312,7.377251554235e-312,7.37725155463e-312
7683,2.0,7.37725155542e-312,7.377251555816e-312,7.37725155621e-312,7.377251556606e-312,7.377251557e-312,7.377251557397e-312,7.37725155779e-312,7.377251558187e-312,7.3772515589e-312
7684,2.0,7.37725155969e-312,7.377251560085e-312,7.37725156048e-312,7.377251560875e-312,7.37725156127e-312,7.377251561666e-312,7.37725156206e-312,7.377251562456e-312,7.37725156285e-312
7685,2.0,7.37725156364e-312,7.377251564037e-312,7.37725156443e-312,7.37725156483e-312,7.377251565223e-312,7.37725156562e-312,7.377251566013e-312,7.37725156641e-312,7.377251566804e-312
7686,2.0,7.377251567594e-312,7.37725156799e-312,7.377251568385e-312,7.37725156878e-312,7.377251569175e-312,7.37725156957e-312,7.377251569966e-312,7.37725157036e-312,7.377251570756e-312
7687,2.0,7.377251571547e-312,7.37725157194e-312,7.377251572337e-312,7.377251572733e-312,7.37725157313e-312,7.377251573523e-312,7.37725157392e-312,7.377251574314e-312,7.37725157471e-312
7688,2.0,7.3772515755e-312,7.377251575895e-312,7.37725157629e-312,7.377251576685e-312,7.37725157708e-312,7.377251577476e-312,7.37725157787e-312,7.377251578266e-312,7.37725157866e-312
7689,2.0,7.37725157945e-312,7.377251579847e-312,7.377251580242e-312,7.37725158064e-312,7.377251581033e-312,7.37725158143e-312,7.377251581824e-312,7.37725158222e-312,7.377251582614e-312
7690,2.0,7.377251583405e-312,7.3772515838e-312,7.377251584195e-312,7.37725158459e-312,7.377251584986e-312,7.37725158538e-312,7.377251585776e-312,7.37725158617e-312,7.377251586567e-312
7691,2.0,7.377251587357e-312,7.37725158775e-312,7.37725158815e-312,7.377251588543e-312,7.37725158894e-312,7.377251589333e-312,7.37725158973e-312,7.377251590124e-312,7.37725159052e-312
7692,2.0,7.37725159131e-312,7.377251591705e-312,7.3772515921e-312,7.377251592495e-312,7.37725159289e-312,7.377251593286e-312,7.37725159368e-312,7.377251594076e-312,7.37725159447e-312
7693,2.0,7.37725159526e-312,7.377251595657e-312,7.377251596053e-312,7.37725159645e-312,7.377251596843e-312,7.37725159724e-312,7.377251597634e-312,7.37725159803e-312,7.377251598424e-312
7694,2.0,7.377251599215e-312,7.37725159961e-312,7.377251600005e-312,7.3772516004e-312,7.377251600796e-312,7.37725160119e-312,7.377251601586e-312,7.37725160198e-312,7.377251602377e-312
7695,2.0,7.377251603167e-312,7.37725160356e-312,7.37725160396e-312,7.377251604353e-312,7.37725160475e-312,7.377251605143e-312,7.37725160554e-312,7.377251605934e-312,7.37725160633e-312
7696,2.0,7.37725160712e-312,7.377251607515e-312,7.37725160791e-312,7.377251608305e-312,7.3772516087e-312,7.377251609096e-312,7.37725160949e-312,7.377251609886e-312,7.37725161028e-312
7697,2.0,7.37725161107e-312,7.377251611467e-312,7.377251611863e-312,7.37725161226e-312,7.377251612653e-312,7.37725161305e-312,7.377251613444e-312,7.37725161384e-312,7.377251614234e-312
7698,2.0,7.377251615025e-312,7.37725161542e-312,7.377251615815e-312,7.37725161621e-312,7.377251616606e-312,7.377251617e-312,7.377251617396e-312,7.37725161779e-312,7.377251618187e-312
7699,2.0,7.377251618977e-312,7.377251619372e-312,7.37725161977e-312,7.377251620163e-312,7.37725162056e-312,7.377251620954e-312,7.37725162135e-312,7.377251621744e-312,7.37725162214e-312
7700,2.0,7.37725162293e-312,7.377251623325e-312,7.37725162372e-312,7.377251624116e-312,7.37725162451e-312,7.377251624906e-312,7.3772516253e-312,7.377251625697e-312,7.37725162609e-312
7701,2.0,7.37725162688e-312,7.37725162728e-312,7.377251627673e-312,7.37725162807e-312,7.377251628463e-312,7.37725162886e-312,7.377251629254e-312,7.37725162965e-312,7.377251630044e-312
7702,2.0,7.377251630835e-312,7.37725163123e-312,7.377251631625e-312,7.37725163202e-312,7.377251632416e-312,7.37725163281e-312,7.377251633206e-312,7.3772516336e-312,7.377251633997e-312
7703,2.0,7.377251634787e-312,7.377251635183e-312,7.37725163558e-312,7.377251635973e-312,7.37725163637e-312,7.377251636764e-312,7.37725163716e-312,7.377251637554e-312,7.37725163795e-312
7704,2.0,7.37725163874e-312,7.377251639135e-312,7.377251639847e-312,7.37725164024e-312,7.377251640637e-312,7.37725164103e-312,7.37725164143e-312,7.377251641823e-312,7.37725164222e-312
7705,2.0,7.37725164301e-312,7.377251643404e-312,7.3772516438e-312,7.377251644194e-312,7.37725164459e-312,7.377251644985e-312,7.37725164538e-312,7.377251645775e-312,7.37725164617e-312
7706,2.0,7.37725164696e-312,7.377251647356e-312,7.37725164775e-312,7.377251648147e-312,7.37725164854e-312,7.377251648937e-312,7.377251649333e-312,7.37725164973e-312,7.377251650123e-312
7707,2.0,7.377251650914e-312,7.37725165131e-312,7.377251651704e-312,7.3772516521e-312,7.377251652495e-312,7.37725165289e-312,7.377251653285e-312,7.37725165368e-312,7.377251654076e-312
7708,2.0,7.377251654866e-312,7.37725165526e-312,7.377251655657e-312,7.37725165605e-312,7.377251656447e-312,7.37725165684e-312,7.37725165724e-312,7.377251657633e-312,7.37725165803e-312
7709,2.0,7.37725165882e-312,7.377251659214e-312,7.37725165961e-312,7.377251660004e-312,7.3772516604e-312,7.377251660795e-312,7.37725166119e-312,7.377251661585e-312,7.37725166198e-312
7710,2.0,7.37725166277e-312,7.377251663166e-312,7.37725166356e-312,7.377251663957e-312,7.37725166435e-312,7.377251664747e-312,7.377251665143e-312,7.37725166554e-312,7.377251665933e-312
7711,2.0,7.377251666724e-312,7.37725166712e-312,7.377251667514e-312,7.37725166791e-312,7.377251668305e-312,7.3772516687e-312,7.377251669095e-312,7.37725166949e-312,7.377251669886e-312
7712,2.0,7.377251670676e-312,7.37725167107e-312,7.377251671467e-312,7.37725167186e-312,7.377251672257e-312,7.377251672653e-312,7.37725167305e-312,7.377251673443e-312,7.37725167384e-312
7713,2.0,7.37725167463e-312,7.377251675024e-312,7.37725167542e-312,7.377251675815e-312,7.37725167621e-312,7.377251676605e-312,7.377251677e-312,7.377251677396e-312,7.37725167779e-312
7714,2.0,7.37725167858e-312,7.377251678977e-312,7.37725167937e-312,7.377251679767e-312,7.37725168016e-312,7.37725168056e-312,7.377251680953e-312,7.37725168135e-312,7.377251681743e-312
7715,2.0,7.377251682534e-312,7.37725168293e-312,7.377251683324e-312,7.37725168372e-312,7.377251684115e-312,7.37725168451e-312,7.377251684905e-312,7.3772516853e-312,7.377251685696e-312
7716,2.0,7.377251686486e-312,7.37725168688e-312,7.377251687277e-312,7.37725168767e-312,7.377251688067e-312,7.377251688463e-312,7.37725168886e-312,7.377251689253e-312,7.37725168965e-312
7717,2.0,7.37725169044e-312,7.377251690834e-312,7.37725169123e-312,7.377251691625e-312,7.37725169202e-312,7.377251692415e-312,7.37725169281e-312,7.377251693206e-312,7.3772516936e-312
7718,2.0,7.37725169439e-312,7.377251694787e-312,7.37725169518e-312,7.377251695577e-312,7.37725169597e-312,7.37725169637e-312,7.377251696763e-312,7.37725169716e-312,7.377251697553e-312
7719,2.0,7.377251698344e-312,7.37725169874e-312,7.377251699134e-312,7.37725169953e-312,7.377251699925e-312,7.37725170032e-312,7.377251700715e-312,7.37725170111e-312,7.377251701506e-312
7720,2.0,7.377251702296e-312,7.37725170269e-312,7.377251703087e-312,7.37725170348e-312,7.377251703877e-312,7.377251704273e-312,7.37725170467e-312,7.377251705063e-312,7.37725170546e-312
7721,2.0,7.37725170625e-312,7.377251706644e-312,7.37725170704e-312,7.377251707435e-312,7.37725170783e-312,7.377251708225e-312,7.37725170862e-312,7.377251709016e-312,7.37725170941e-312
7722,2.0,7.3772517102e-312,7.377251710597e-312,7.37725171099e-312,7.377251711387e-312,7.377251711783e-312,7.37725171218e-312,7.377251712573e-312,7.37725171297e-312,7.377251713364e-312
7723,2.0,7.377251714154e-312,7.37725171455e-312,7.377251714945e-312,7.37725171534e-312,7.377251715735e-312,7.37725171613e-312,7.377251716526e-312,7.37725171692e-312,7.377251717316e-312
7724,2.0,7.377251718107e-312,7.3772517185e-312,7.377251718897e-312,7.37725171929e-312,7.37725171969e-312,7.377251720083e-312,7.377251720794e-312,7.37725172119e-312,7.377251721585e-312
7725,2.0,7.377251722375e-312,7.37725172277e-312,7.377251723166e-312,7.37725172356e-312,7.377251723956e-312,7.37725172435e-312,7.377251724747e-312,7.37725172514e-312,7.377251725537e-312
7726,2.0,7.37725172633e-312,7.377251726723e-312,7.37725172712e-312,7.377251727514e-312,7.37725172791e-312,7.3772489047e-312,7.377251728304e-312,7.3772517287e-312,7.377251729095e-312
7727,2.0,7.377251729885e-312,7.37725173028e-312,7.377251730676e-312,7.37725173107e-312,7.377251731466e-312,7.37725173186e-312,7.377251732257e-312,7.37725173265e-312,7.377251733047e-312
7728,2.0,7.37725173384e-312,7.377251734233e-312,7.37725173463e-312,7.377251735023e-312,7.37725173542e-312,7.377251735814e-312,7.37725173621e-312,7.377251736604e-312,7.377251737e-312
7729,2.0,7.37725173779e-312,7.377251738185e-312,7.37725173858e-312,7.377251738976e-312,7.37725173937e-312,7.377251739766e-312,7.37725174016e-312,7.377251740557e-312,7.37725174095e-312
7730,2.0,7.377251741743e-312,7.37725174214e-312,7.377251742533e-312,7.37725174293e-312,7.377251743324e-312,7.37725174372e-312,7.377251744114e-312,7.37725174451e-312,7.377251744905e-312
7731,2.0,7.377251745695e-312,7.37725174609e-312,7.377251746486e-312,7.37725174688e-312,7.377251747276e-312,7.37725174767e-312,7.377251748067e-312,7.37725174846e-312,7.377251748857e-312
7732,2.0,7.37725174965e-312,7.377251750043e-312,7.37725175044e-312,7.377251750833e-312,7.37725175123e-312,7.377251751624e-312,7.37725175202e-312,7.377251752414e-312,7.37725175281e-312
7733,2.0,7.3772517536e-312,7.377251753996e-312,7.37725175439e-312,7.377251754786e-312,7.37725175518e-312,7.377251755577e-312,7.37725175597e-312,7.377251756367e-312,7.37725175676e-312
7734,2.0,7.377251757553e-312,7.37725175795e-312,7.377251758343e-312,7.37725175874e-312,7.377251759134e-312,7.37725175953e-312,7.377251759924e-312,7.37725176032e-312,7.377251760715e-312
7735,2.0,7.377251761505e-312,7.3772517619e-312,7.377251762296e-312,7.37725176269e-312,7.377251763086e-312,7.37725176348e-312,7.377251763877e-312,7.37725176427e-312,7.377251764667e-312
7736,2.0,7.37725176546e-312,7.377251765853e-312,7.37725176625e-312,7.377251766644e-312,7.37725176704e-312,7.377251767434e-312,7.37725176783e-312,7.377251768225e-312,7.37725176862e-312
7737,2.0,7.37725176941e-312,7.377251769806e-312,7.3772517702e-312,7.377251770596e-312,7.37725177099e-312,7.377251771387e-312,7.37725177178e-312,7.377251772177e-312,7.37725177257e-312
7738,2.0,7.377251773363e-312,7.37725177376e-312,7.377251774153e-312,7.37725177455e-312,7.377251774944e-312,7.37725177534e-312,7.377251775734e-312,7.37725177613e-312,7.377251776525e-312
7739,2.0,7.377251777315e-312,7.37725177771e-312,7.377251778106e-312,7.3772517785e-312,7.377251778896e-312,7.37725177929e-312,7.377251779687e-312,7.37725178008e-312,7.377251780477e-312
7740,2.0,7.37725178127e-312,7.377251781663e-312,7.37725178206e-312,7.377251782454e-312,7.37725178285e-312,7.377251783244e-312,7.37725178364e-312,7.377251784035e-312,7.37725178443e-312
7741,2.0,7.37725178522e-312,7.377251785616e-312,7.37725178601e-312,7.377251786406e-312,7.3772517868e-312,7.377251787197e-312,7.37725178759e-312,7.377251787987e-312,7.377251788382e-312
7742,2.0,7.377251789173e-312,7.37725178957e-312,7.377251789963e-312,7.37725179036e-312,7.377251790754e-312,7.37725179115e-312,7.377251791544e-312,7.37725179194e-312,7.377251792335e-312
7743,2.0,7.377251793126e-312,7.37725179352e-312,7.377251793916e-312,7.37725179431e-312,7.377251794707e-312,7.3772517951e-312,7.377251795497e-312,7.37725179589e-312,7.377251796288e-312
7744,2.0,7.37725179708e-312,7.377251797473e-312,7.37725179787e-312,7.377251798264e-312,7.37725179866e-312,7.377251799054e-312,7.37725179945e-312,7.377251799845e-312,7.37725180024e-312
7745,2.0,7.37725180103e-312,7.37725180174e-312,7.377251802137e-312,7.377251802533e-312,7.37725180293e-312,7.377251803323e-312,7.37725180372e-312,7.377251804114e-312,7.37725180451e-312
7746,2.0,7.3772518053e-312,7.377251805695e-312,7.37725180609e-312,7.377251806485e-312,7.37725180688e-312,7.377251807276e-312,7.37725180767e-312,7.377251808066e-312,7.37725180846e-312
7747,2.0,7.37725180925e-312,7.377251809647e-312,7.37725181004e-312,7.37725181044e-312,7.377251810833e-312,7.37725181123e-312,7.377251811623e-312,7.37725181202e-312,7.377251812414e-312
7748,2.0,7.377251813204e-312,7.3772518136e-312,7.377251813995e-312,7.37725181439e-312,7.377251814785e-312,7.37725181518e-312,7.377251815576e-312,7.37725181597e-312,7.377251816366e-312
7749,2.0,7.377251817157e-312,7.37725181755e-312,7.377251817947e-312,7.377251818343e-312,7.37725181874e-312,7.377251819133e-312,7.37725181953e-312,7.377251819924e-312,7.37725182032e-312
7750,2.0,7.37725182111e-312,7.377251821505e-312,7.3772518219e-312,7.377251822295e-312,7.37725182269e-312,7.377251823086e-312,7.37725182348e-312,7.377251823876e-312,7.37725182427e-312
7751,2.0,7.37725182506e-312,7.377251825457e-312,7.37725182585e-312,7.37725182625e-312,7.377251826643e-312,7.37725182704e-312,7.377251827433e-312,7.37725182783e-312,7.377251828224e-312
7752,2.0,7.377251829014e-312,7.37725182941e-312,7.377251829805e-312,7.3772518302e-312,7.377251830595e-312,7.37725183099e-312,7.377251831386e-312,7.37725183178e-312,7.377251832176e-312
7753,2.0,7.377251832967e-312,7.37725183336e-312,7.377251833757e-312,7.377251834153e-312,7.37725183455e-312,7.377251834943e-312,7.37725183534e-312,7.377251835734e-312,7.37725183613e-312
7754,2.0,7.37725183692e-312,7.377251837315e-312,7.37725183771e-312,7.377251838105e-312,7.3772518385e-312,7.377251838896e-312,7.37725183929e-312,7.377251839686e-312,7.37725184008e-312
7755,2.0,7.37725184087e-312,7.377251841267e-312,7.377251841663e-312,7.37725184206e-312,7.377251842453e-312,7.37725184285e-312,7.377251843244e-312,7.37725184364e-312,7.377251844034e-312
7756,2.0,7.377251844825e-312,7.37725184522e-312,7.377251845615e-312,7.37725184601e-312,7.377251846406e-312,7.3772518468e-312,7.377251847196e-312,7.37725184759e-312,7.377251847987e-312
7757,2.0,7.377251848777e-312,7.37725184917e-312,7.37725184957e-312,7.377251849963e-312,7.37725185036e-312,7.377251850753e-312,7.37725185115e-312,7.377251851544e-312,7.37725185194e-312
7758,2.0,7.37725185273e-312,7.377251853125e-312,7.37725185352e-312,7.377251853915e-312,7.37725185431e-312,7.377251854706e-312,7.3772518551e-312,7.377251855496e-312,7.37725185589e-312
7759,2.0,7.37725185668e-312,7.377251857077e-312,7.377251857473e-312,7.37725185787e-312,7.377251858263e-312,7.37725185866e-312,7.377251859054e-312,7.37725185945e-312,7.377251859844e-312
7760,2.0,7.377251860635e-312,7.37725186103e-312,7.377251861425e-312,7.37725186182e-312,7.377251862216e-312,7.37725186261e-312,7.377251863006e-312,7.3772518634e-312,7.377251863797e-312
7761,2.0,7.377251864587e-312,7.37725186498e-312,7.37725186538e-312,7.377251865773e-312,7.37725186617e-312,7.377251866563e-312,7.37725186696e-312,7.377251867354e-312,7.37725186775e-312
7762,2.0,7.37725186854e-312,7.377251868935e-312,7.37725186933e-312,7.377251869725e-312,7.37725187012e-312,7.377251870516e-312,7.37725187091e-312,7.377251871306e-312,7.3772518717e-312
7763,2.0,7.37725187249e-312,7.377251872887e-312,7.377251873283e-312,7.37725187368e-312,7.377251874073e-312,7.37725187447e-312,7.377251874864e-312,7.37725187526e-312,7.377251875654e-312
7764,2.0,7.377251876445e-312,7.37725187684e-312,7.377251877235e-312,7.37725187763e-312,7.377251878026e-312,7.37725187842e-312,7.377251878816e-312,7.37725187921e-312,7.377251879607e-312
7765,2.0,7.377251880397e-312,7.377251880793e-312,7.37725188119e-312,7.377251881583e-312,7.37725188198e-312,7.37725188269e-312,7.377251883085e-312,7.37725188348e-312,7.377251883875e-312
7766,2.0,7.377251884666e-312,7.37725188506e-312,7.377251885456e-312,7.37725188585e-312,7.377251886247e-312,7.37725188664e-312,7.377251887038e-312,7.377251887433e-312,7.37725188783e-312
7767,2.0,7.37725188862e-312,7.377251889014e-312,7.37725188941e-312,7.377251889804e-312,7.3772518902e-312,7.377251890595e-312,7.37725189099e-312,7.377251891385e-312,7.37725189178e-312
7768,2.0,7.37725189257e-312,7.377251892966e-312,7.37725189336e-312,7.377251893757e-312,7.37725189415e-312,7.377251894547e-312,7.377251894943e-312,7.37725189534e-312,7.377251895733e-312
7769,2.0,7.377251896524e-312,7.37725189692e-312,7.377251897314e-312,7.37725189771e-312,7.377251898105e-312,7.3772518985e-312,7.377251898895e-312,7.37725189929e-312,7.377251899686e-312
7770,2.0,7.377251900476e-312,7.37725190087e-312,7.377251901267e-312,7.37725190166e-312,7.377251902057e-312,7.37725190245e-312,7.37725190285e-312,7.377251903243e-312,7.37725190364e-312
7771,2.0,7.37725190443e-312,7.377251904824e-312,7.37725190522e-312,7.377251905614e-312,7.37725190601e-312,7.377251906405e-312,7.3772519068e-312,7.377251907195e-312,7.37725190759e-312
7772,2.0,7.37725190838e-312,7.377251908776e-312,7.37725190917e-312,7.377251909567e-312,7.37725190996e-312,7.377251910357e-312,7.377251910753e-312,7.37725191115e-312,7.377251911543e-312
7773,2.0,7.377251912334e-312,7.37725191273e-312,7.377251913124e-312,7.37725191352e-312,7.377251913915e-312,7.37725191431e-312,7.377251914705e-312,7.3772519151e-312,7.377251915496e-312
7774,2.0,7.377251916286e-312,7.37725191668e-312,7.377251917077e-312,7.37725191747e-312,7.377251917867e-312,7.37725191826e-312,7.37725191866e-312,7.377251919053e-312,7.37725191945e-312
7775,2.0,7.37725192024e-312,7.377251920634e-312,7.37725192103e-312,7.377251921424e-312,7.37725192182e-312,7.377251922215e-312,7.37725192261e-312,7.377251923005e-312,7.3772519234e-312
