RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,Type
0.05700934579439253,2.75859480355e-313,1.2e-322,1.150614096455e-311,5e-324,0.0,1.0609981708e-313,2.75859480355e-313,1.145877732744e-312,1.1507869728305e-311
2.684532710280374,1.1507869728147e-311,5.613e-321,1.1507869728305e-311,6.935e-320,1.150786972878e-311,5.52e-321,1.1507869728305e-311,1.145877796473e-312,1.150786972894e-311
1.5183654205607477,1.1507869728305e-311,6.935e-320,1.1507869729096e-311,5.51e-321,1.1507869728305e-311,6.935e-320,1.1507869729254e-311,1.18831764839e-312,1.1507869728305e-311
0.17504672897196263,1.150786972941e-311,5e-324,1.1507869729807e-311,1.1507869728305e-311,1.2e-322,1.150714876898e-311,5e-324,0.0,1.6975969081e-313
8.95696261682243,1.2e-322,1.1506113593785e-311,5e-324,0.0,1.69759690816e-313,2.54639522455e-313,1.1506113593785e-311,0.0,0.0
13.407850467289718,2.54639522455e-313,5e-324,1.15078697306e-311,1.150786973032e-311,1.2e-322,1.1506113593785e-311,5e-324,0.0,1.69759690816e-313
2.7803738317757007,1.1506113593785e-311,0.0,0.0,1.69759690816e-313,2.54639522455e-313,5e-324,1.150786973115e-311,1.1507869730875e-311,1.2e-322
1.5183654205607477,1.145877727126e-312,2.7e-322,1.69759690816e-313,2.54639522455e-313,1.1506113593785e-311,0.0,0.0,1.69759690816e-313,2.54639522455e-313
0.17504672897196263,1.1507869731705e-311,1.150786973143e-311,1.2e-322,1.1506113593785e-311,5e-324,0.0,1.69759690816e-313,2.54639522455e-313,1.1506113593785e-311
8.95696261682243,0.0,1.69759690816e-313,2.54639522455e-313,5e-324,1.150786973226e-311,1.150786973198e-311,1.2e-322,1.1506113593785e-311,5e-324
72.65093457943925,1.69759690816e-313,2.54639522455e-313,1.1506113593785e-311,0.0,0.0,1.69759690816e-313,2.54639522455e-313,5e-324,1.150786973281e-311
8.95696261682243,0.0,1.150786973293e-311,0.0,1.2e-322,1.150650911539e-311,5e-324,0.0,1.69759690826e-313,2.54639522465e-313
0.17504672897196263,1.1507821693346e-311,6.9406e-320,0.0,1.060997895754e-312,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,1.18831764294e-312,1.1670976853e-312,2.5e-322,0.0,0.0,0.0,0.0
13.407850467289718,0.0,0.0,0.0,1.1458777274e-312,1.103437811574e-312,0.0,0.0,0.0,0.0
1.444906542056075,0.0,0.0,0.0,1.18831764294e-312,1.1670976853e-312,2.6e-322,0.0,0.0,0.0
0.17504672897196263,0.0,0.0,0.0,0.0,1.1458777274e-312,1.145877727393e-312,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,1.18831764294e-312,1.1670976853e-312,2.7e-322,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,2.45e-321,-1.3038349686178e-310,4.0474e-320,4.0316e-320,1.150786964965e-311,1.1507869735973e-311
13.407850467289718,1.1507869736606e-311,6.8216e-320,1.150786981933e-311,5.603e-321,1.1507869736606e-311,1.188317711156e-312,1.1507869735973e-311,5.61e-321,1.1507869736606e-311
0.17504672897196263,1.150786973613e-311,5.627e-321,1.1507869736606e-311,6.8216e-320,1.150786973629e-311,1.2e-322,1.150715910341e-311,1.01855797967e-312,0.0
0.17504672897196263,6.790386804e-313,1.2e-322,1.150715910341e-311,5e-324,0.0,3.39519353847e-313,6.790386804e-313,1.188317648563e-312,1.1507869736606e-311
2.7803738317757007,1.150786973645e-311,5.613e-321,1.1507869736606e-311,6.8216e-320,1.150786973708e-311,5.52e-321,1.1507869736606e-311,1.145877795337e-312,1.150786973724e-311
2.684532710280374,1.1507869736606e-311,6.8216e-320,1.1507869737396e-311,5.51e-321,1.1507869736606e-311,6.8216e-320,1.1507869737554e-311,1.18831764839e-312,1.1507869736606e-311
2.7803738317757007,1.150786973771e-311,1.2e-322,1.150715924665e-311,5e-324,0.0,3.3951935385e-313,6.15378806677e-313,5.583e-321,1.150786973937e-311
0.05700934579439253,0.0,5.59e-321,1.150786973937e-311,6.8226e-320,1.1507869738266e-311,5.593e-321,1.150786973937e-311,6.8226e-320,1.1507869738424e-311
2.7803738317757007,1.150786973937e-311,6.8226e-320,1.150786973858e-311,5.603e-321,1.150786973937e-311,6.8226e-320,1.150786973874e-311,5.61e-321,1.150786973937e-311
13.407850467289718,1.15078697389e-311,5.627e-321,1.150786973937e-311,6.8226e-320,1.1507869739056e-311,1.2e-322,1.150715924665e-311,5e-324,0.0
8.95696261682243,6.15378806677e-313,1.2e-322,1.150715924665e-311,5e-324,0.0,3.3951935385e-313,6.15378806677e-313,5.62e-321,1.150786973937e-311
13.407850467289718,1.1507869739214e-311,1.188317648553e-312,1.150786973937e-311,6.8226e-320,1.1507869739847e-311,5.52e-321,1.150786973937e-311,6.8226e-320,1.1507869740005e-311
8.95696261682243,1.150786973937e-311,1.188317711166e-312,1.1507869740163e-311,5.51e-321,1.150786973937e-311,6.8226e-320,1.150786974032e-311,5.45e-321,1.150786973937e-311
0.17504672897196263,1.150786974048e-311,1.14587772724e-312,1.1507159246966e-311,5e-324,0.0,3.39519353857e-313,6.1537880668e-313,5.583e-321,1.150786974214e-311
0.05700934579439253,0.0,1.18831764853e-312,1.150786974214e-311,6.8235e-320,1.1507869741033e-311,5.593e-321,1.150786974214e-311,6.8235e-320,1.150786974119e-311
1.5183654205607477,1.150786974214e-311,6.8235e-320,1.150786974135e-311,1.060997901085e-312,1.150786974214e-311,6.8235e-320,1.1507869741507e-311,5.61e-321,1.150786974214e-311
1.444906542056075,1.1507869741665e-311,5.627e-321,1.150786974214e-311,1.209537669086e-312,1.1507869741823e-311,1.2e-322,1.1507159246966e-311,5e-324,0.0
72.65093457943925,6.1537880668e-313,1.2e-322,1.1507159246966e-311,1.145877727126e-312,1.103437811584e-312,3.39519353857e-313,6.1537880668e-313,5.62e-321,1.150786974214e-311
1.5183654205607477,1.150786974198e-311,5.613e-321,1.150786974214e-311,1.188317711176e-312,1.1507869742614e-311,5.52e-321,1.150786974214e-311,6.8235e-320,1.150786974277e-311
0.4970560747663551,1.150786974214e-311,6.8235e-320,1.150786974293e-311,5.51e-321,1.150786974214e-311,1.145877795357e-312,1.150786974309e-311,5.45e-321,1.150786974214e-311
13.407850467289718,1.1507869743246e-311,5.583e-321,0.0,6.824e-320,0.0,1.20953760644e-312,0.0,6.824e-320,1.150786974356e-311
2.684532710280374,0.0,6.824e-320,1.150786974372e-311,5.6e-321,0.0,1.14587779536e-312,1.150786974388e-311,5.603e-321,0.0
72.65093457943925,1.1507869744036e-311,5.61e-321,0.0,6.824e-320,1.1507869744195e-311,1.18831764857e-312,0.0,6.824e-320,1.1507869744353e-311
2.684532710280374,0.0,6.824e-320,1.150786974451e-311,5.613e-321,0.0,6.824e-320,1.150786974467e-311,1.01855798518e-312,0.0
2.7803738317757007,1.1507869744827e-311,5.514e-321,0.0,6.824e-320,1.1507869744985e-311,5.51e-321,0.0,1.018558047904e-312,1.1507869745143e-311
1.444906542056075,0.0,6.824e-320,1.15078697453e-311,3e-323,1.1507869745697e-311,1.150786981182e-311,1.150786981459e-311,1.1507869817356e-311,1.1507869736606e-311
8.95696261682243,1.150786974214e-311,3.5e-323,1.1507869746013e-311,1.150786980882e-311,1.150786981182e-311,1.150786981459e-311,1.1507869817356e-311,1.1507869736606e-311,1.150786973937e-311
1.5183654205607477,8.4e-323,1.150609082566e-311,1.1507869745934e-311,0.0,3.39519353827e-313,6.1537880668e-313,5.726e-321,1.150786974629e-311,1.16709775327e-312
2.7803738317757007,1.2e-322,1.150715924918e-311,5e-324,0.0,6.15378806647e-313,9.12458217383e-313,1.2e-322,1.150715924918e-311,1.188317642945e-312
8.95696261682243,6.15378806647e-313,9.12458217383e-313,1.2e-322,1.150715924918e-311,1e-323,0.0,6.15378806647e-313,9.12458217383e-313,5.776e-321
2.684532710280374,1.14587779528e-312,1.1507869806605e-311,5.77e-321,1.150786974716e-311,6.8156e-320,1.1507869747396e-311,5e-324,1.150786974779e-311,1.150786980605e-311
0.17504672897196263,1.150786974941e-311,6.8245e-320,1.1507869747554e-311,5.59e-321,1.150786974941e-311,6.8245e-320,1.150786974783e-311,5.593e-321,1.150786974941e-311
0.17504672897196263,1.150786974799e-311,1.18831764854e-312,1.150786974941e-311,6.8245e-320,1.1507869748147e-311,5.603e-321,1.150786974941e-311,6.8245e-320,1.1507869748305e-311
2.684532710280374,1.150786974941e-311,1.01855804791e-312,1.1507869748463e-311,5.627e-321,1.150786974941e-311,6.8245e-320,1.150786974862e-311,1.2e-322,1.150715924918e-311
13.407850467289718,0.0,6.15378806647e-313,9.12458217383e-313,1.2e-322,1.1507191233646e-311,5e-324,0.0,3.39519353827e-313,5.94158848743e-313
0.05700934579439253,1.150786974894e-311,1.1507869745934e-311,0.0,6.15378806647e-313,2.75859480132e-313,1.2e-322,1.150715924918e-311,5e-324,0.0
2.684532710280374,9.12458217383e-313,5.62e-321,1.150786974941e-311,1.06099796373e-312,1.150786974878e-311,5.613e-321,1.150786974941e-311,6.8245e-320,1.1507869749886e-311
0.05700934579439253,1.150786974941e-311,6.8245e-320,1.1507869750044e-311,1.039777943087e-312,1.150786974941e-311,6.8245e-320,1.15078697502e-311,5.51e-321,1.150786974941e-311
2.7803738317757007,1.150786975036e-311,5.45e-321,1.150786974941e-311,1.167097753276e-312,1.150786975052e-311,5.415e-321,1.150786974941e-311,6.8245e-320,1.1507869750677e-311
0.05700934579439253,1.150786974771e-311,1.150786974941e-311,0.0,1.18831764294e-312,1.039777937845e-312,2.6e-322,2.54639522183e-313,2.75859480132e-313,4.99e-321
2.684532710280374,6.8245e-320,1.1507869806447e-311,5e-324,1.1507869751586e-311,1.1507869750993e-311,1.14587772724e-312,1.150611593273e-311,5e-324,0.0
2.7803738317757007,3.81959269686e-313,5.81e-321,0.0,6.825e-320,0.0,1.03977793769e-312,1.150611593273e-311,5e-324,0.0
0.4970560747663551,3.81959269686e-313,1.2e-322,1.150611593273e-311,5e-324,0.0,2.5463952223e-313,3.81959269686e-313,1.2e-322,1.150611593273e-311
0.17504672897196263,0.0,2.5463952223e-313,3.81959269686e-313,5.776e-321,1.1507869752495e-311,1.188317711196e-312,1.150786975186e-311,5.77e-321,1.1507869752495e-311
0.05700934579439253,1.150786975273e-311,5.81e-321,1.150786975368e-311,6.8275e-320,0.0,1.2e-322,1.1507191233646e-311,1.01855797967e-312,0.0
2.684532710280374,7.0025863833e-313,1.2e-322,1.1506358701254e-311,5e-324,0.0,7.2147859624e-313,8.487983437e-313,1.060997895586e-312,1.1507869753206e-311
1.444906542056075,5e-324,4.45619143415e-313,8.487983437e-313,1.2e-322,1.150715924823e-311,5e-324,0.0,8.7001830161e-313,1.167097712343e-312
1.5183654205607477,1.150786975526e-311,6.8285e-320,0.0,5.59e-321,1.150786975526e-311,6.8285e-320,1.1507869754155e-311,1.188317648533e-312,1.150786975526e-311
2.684532710280374,1.1507869754313e-311,5.6e-321,1.150786975526e-311,6.8285e-320,1.150786975447e-311,5.603e-321,1.150786975526e-311,6.8285e-320,1.150786975463e-311
13.407850467289718,1.150786975526e-311,6.8285e-320,1.1507869754787e-311,5.627e-321,1.150786975526e-311,6.8285e-320,1.1507869754945e-311,1.2e-322,1.150715924823e-311
0.05700934579439253,2.6e-322,8.7001830161e-313,1.167097712343e-312,1.2e-322,1.150715924823e-311,5e-324,0.0,8.7001830161e-313,1.167097712343e-312
0.17504672897196263,1.150786975526e-311,6.8285e-320,1.1507869755104e-311,5.613e-321,1.150786975526e-311,6.8285e-320,1.1507869755736e-311,5.52e-321,1.150786975526e-311
0.05700934579439253,1.1507869755894e-311,5.514e-321,1.150786975526e-311,6.8285e-320,1.150786975605e-311,5.51e-321,1.150786975526e-311,6.8285e-320,1.150786975621e-311
13.407850467289718,1.150786975526e-311,1.188317711225e-312,1.150786975637e-311,1.2e-322,1.150715924823e-311,5e-324,0.0,8.7001830161e-313,1.167097712343e-312
0.17504672897196263,1.1507869757e-311,0.0,5e-324,1.150786975712e-311,1.150786975526e-311,8.4e-323,1.150609082566e-311,1.150786975704e-311,0.0
0.4970560747663551,1.167097712343e-312,1.167097690757e-312,1.150786975716e-311,6.8285e-320,1.1507869756526e-311,1.2e-322,1.1507191233646e-311,5e-324,0.0
0.17504672897196263,7.0025863833e-313,1.18831764306e-312,1.1507191233646e-311,5e-324,0.0,4.45619143415e-313,7.0025863833e-313,1.2e-322,1.1507191233646e-311
8.95696261682243,0.0,4.45619143415e-313,7.0025863833e-313,1.06099790126e-312,1.150786975803e-311,6.8265e-320,1.150786975305e-311,5.77e-321,1.150786975803e-311
0.05700934579439253,1.1507869758266e-311,5e-324,1.150786975866e-311,1.1507869752495e-311,5.583e-321,1.1507869760756e-311,6.829e-320,1.1507869758424e-311,5.59e-321
8.95696261682243,6.829e-320,1.15078697587e-311,5.593e-321,1.1507869760756e-311,1.10343787959e-312,1.150786975886e-311,5.6e-321,1.1507869760756e-311,6.829e-320
13.407850467289718,5.603e-321,1.1507869760756e-311,6.829e-320,1.1507869759175e-311,1.082217859e-312,1.1507869760756e-311,6.829e-320,1.1507869759333e-311,5.627e-321
0.17504672897196263,6.829e-320,1.150786975949e-311,1.2e-322,1.1507191233646e-311,1.167097685036e-312,1.145877727373e-312,4.45619143415e-313,7.0025863833e-313,1.2e-322
2.684532710280374,5e-324,0.0,7.2147859624e-313,8.487983437e-313,1.188317643044e-312,1.1507869759807e-311,1.1506358701254e-311,5e-324,4.45619143415e-313
13.407850467289718,1.2e-322,1.150715924823e-311,5e-324,0.0,8.7001830161e-313,1.167097712343e-312,1.188317643025e-312,1.150786976028e-311,1.150786975704e-311
13.407850467289718,4.45619143415e-313,1.188317670253e-312,1.2e-322,1.1507191233646e-311,5e-324,1.18831764294e-312,4.45619143415e-313,7.0025863833e-313,5.62e-321
1.5183654205607477,6.829e-320,1.150786975965e-311,5.613e-321,1.1507869760756e-311,6.829e-320,1.150786976123e-311,1.16709769055e-312,1.1507869760756e-311,6.829e-320
13.407850467289718,5.514e-321,1.1507869760756e-311,6.829e-320,1.1507869761546e-311,5.51e-321,1.1507869760756e-311,1.18831771123e-312,1.1507869761704e-311,5.45e-321
13.407850467289718,6.829e-320,1.150786976186e-311,5.415e-321,1.1507869760756e-311,6.829e-320,1.150786976202e-311,3e-323,1.150786975858e-311,1.1507869760756e-311
1.444906542056075,0.0,0.0,0.0,2.5463952223e-313,1.188317670253e-312,4.99e-321,1.1507869762337e-311,1.18831771123e-312,1.150786975289e-311
72.65093457943925,1.150786976293e-311,1.1507869762337e-311,5.81e-321,0.0,6.8295e-320,0.0,5.776e-321,0.0,1.167097753326e-312
0.17504672897196263,5.77e-321,0.0,6.8295e-320,1.1507869763127e-311,5.583e-321,0.0,6.8295e-320,1.1507869763285e-311,1.18831764853e-312
72.65093457943925,6.8295e-320,1.1507869763443e-311,5.593e-321,0.0,6.8295e-320,1.15078697636e-311,5.6e-321,0.0,6.8295e-320
0.17504672897196263,1.145877732724e-312,0.0,6.8295e-320,1.150786976392e-311,5.61e-321,0.0,6.8295e-320,1.1507869764076e-311,5.627e-321
1.5183654205607477,1.103437879597e-312,1.1507869764234e-311,5.62e-321,0.0,6.8295e-320,1.150786976439e-311,5.613e-321,0.0,6.8295e-320
8.95696261682243,1.16709769055e-312,0.0,6.8295e-320,1.150786976471e-311,5.514e-321,0.0,6.8295e-320,1.1507869764866e-311,5.51e-321
8.95696261682243,1.188317711235e-312,1.1507869765024e-311,5.45e-321,0.0,6.8295e-320,1.150786976518e-311,5.415e-321,0.0,6.8295e-320
8.95696261682243,4.99e-321,0.0,1.01855804796e-312,1.15078697655e-311,1e-323,1.1507869765894e-311,1.1507869751507e-311,1.150786976285e-311,1e-323
1.5183654205607477,1.1507869750993e-311,1.1507869762337e-311,1.124657774617e-312,1.1507869765973e-311,6.83e-320,0.0,1.2e-322,1.15071592457e-311,5e-324
0.17504672897196263,2.3341956427e-313,5.30498975004e-313,1.16709768515e-312,1.150611593273e-311,5e-324,0.0,2.5463952224e-313,3.81959269696e-313,5.81e-321
72.65093457943925,6.832e-320,0.0,1.18831764306e-312,1.150611593273e-311,5e-324,0.0,2.5463952224e-313,3.81959269696e-313,1.2e-322
0.17504672897196263,5e-324,0.0,2.5463952224e-313,3.81959269696e-313,1.10343781142e-312,1.150611593273e-311,1e-323,0.0,2.5463952224e-313
13.407850467289718,5.776e-321,1.1507869767396e-311,6.8324e-320,1.1507869766763e-311,1.12465777498e-312,1.1507869767396e-311,6.8324e-320,1.1507869767633e-311,5.81e-321
0.17504672897196263,6.8344e-320,0.0,1.2e-322,1.1507191233646e-311,1.167097685036e-312,1.145877727383e-312,4.45619143425e-313,7.0025863834e-313,1.2e-322
0.05700934579439253,5e-324,0.0,7.2147859625e-313,8.0635842789e-313,1.188317643044e-312,1.1507869768107e-311,1.1506110532317e-311,5e-324,4.45619143425e-313
2.684532710280374,1.2e-322,1.150614543533e-311,5e-324,0.0,8.275783858e-313,9.12458217437e-313,1.188317648523e-312,1.1507869770163e-311,6.8354e-320
72.65093457943925,5.59e-321,1.1507869770163e-311,6.8354e-320,1.1507869769056e-311,5.593e-321,1.1507869770163e-311,1.124657837566e-312,1.1507869769214e-311,5.6e-321
8.95696261682243,6.8354e-320,1.150786976937e-311,5.603e-321,1.1507869770163e-311,6.8354e-320,1.150786976953e-311,1.16709769064e-312,1.1507869770163e-311,6.8354e-320
8.95696261682243,5.627e-321,1.1507869770163e-311,6.8354e-320,1.1507869769846e-311,1.2e-322,1.150614543533e-311,1.188317642945e-312,1.145877727393e-312,8.275783858e-313
72.65093457943925,1.2e-322,1.150614543533e-311,5e-324,0.0,8.275783858e-313,9.12458217437e-313,5.62e-321,1.1507869770163e-311,1.060997963837e-312
13.407850467289718,5.613e-321,1.1507869770163e-311,6.8354e-320,1.1507869770637e-311,5.52e-321,1.1507869770163e-311,6.8354e-320,1.1507869770795e-311,1.145877732635e-312
2.684532710280374,6.8354e-320,1.1507869770953e-311,5.51e-321,1.1507869770163e-311,6.8354e-320,1.150786977111e-311,5.45e-321,1.1507869770163e-311,1.167097753385e-312
8.95696261682243,1.2e-322,1.150614543533e-311,5e-324,0.0,8.275783858e-313,9.12458217437e-313,1.2e-322,1.150614543533e-311,1.188317642945e-312
1.5183654205607477,8.275783858e-313,9.12458217437e-313,5.583e-321,1.1507869773167e-311,6.8364e-320,0.0,5.59e-321,1.1507869773167e-311,6.8364e-320
1.5183654205607477,1.145877732714e-312,1.1507869773167e-311,6.8364e-320,1.150786977222e-311,5.6e-321,1.1507869773167e-311,6.8364e-320,1.1507869772376e-311,5.603e-321
8.95696261682243,1.145877795485e-312,1.1507869772534e-311,5.61e-321,1.1507869773167e-311,6.8364e-320,1.150786977269e-311,5.627e-321,1.1507869773167e-311,6.8364e-320
2.684532710280374,1.16709768513e-312,6.9524185228385e-310,0.0,0.0,9.33678175347e-313,1.018558006985e-312,1e-322,6.9524185228385e-310,0.0
8.95696261682243,9.33678175347e-313,1.018558006985e-312,5.62e-321,1.1507869773167e-311,6.8364e-320,1.150786977301e-311,5.613e-321,1.1507869773167e-311,6.8364e-320
1.5183654205607477,5.52e-321,1.1507869773167e-311,1.018558048027e-312,1.15078697738e-311,5.514e-321,1.1507869773167e-311,6.8364e-320,1.1507869773957e-311,5.51e-321
13.407850467289718,6.8364e-320,1.1507869774115e-311,1.16709769048e-312,1.1507869773167e-311,6.8364e-320,1.1507869774273e-311,1.150614543533e-311,1.1507869773167e-311,8.275783858e-313
72.65093457943925,1.150786977459e-311,5e-324,0.0,1.1507869774906e-311,0.0,5e-324,1.1507869775024e-311,1.150786977475e-311,1.2e-322
13.407850467289718,5e-324,0.0,8.275783858e-313,9.12458217437e-313,1.150614543533e-311,1.1507869773167e-311,8.275783858e-313,1.018558006985e-312,1.15078697753e-311
1.5183654205607477,0.0,1.1507869775617e-311,0.0,5e-324,1.1507869775736e-311,1.150786977546e-311,5e-324,1.1507869775854e-311,1.15078697753e-311
1.444906542056075,1.150609082566e-311,0.0,1.1507869775775e-311,8.275783858e-313,1.018558006985e-312,5.726e-321,1.1507869775894e-311,6.8364e-320,1.1507869771427e-311
1.5183654205607477,0.0,0.0,0.0,0.0,1.16709768531e-312,1.145877727393e-312,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,1.18831764294e-312,1.167097685303e-312,2.7e-322,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,1.16709768531e-312,1.18831764321e-312,0.0,0.0
13.407850467289718,0.0,0.0,0.0,0.0,0.0,1.18831764294e-312,1.167097685303e-312,2.8e-322,0.0
2.7803738317757007,0.0,0.0,0.0,0.0,0.0,0.0,1.16709768531e-312,1.01855797994e-312,0.0
2.7803738317757007,0.0,0.0,0.0,0.0,0.0,0.0,1.18831764294e-312,1.18831764321e-312,2.4e-322
13.407850467289718,0.0,0.0,0.0,2.45e-321,-1.35816293389206e-310,4.0474e-320,4.0434e-320,1.1507869735815e-311,1.1507869779056e-311
13.407850467289718,1.150786986202e-311,6.8067e-320,1.150786986186e-311,5.613e-321,1.150786986202e-311,6.8067e-320,1.1507869779056e-311,1.18831764846e-312,1.150786986202e-311
72.65093457943925,1.1507869779214e-311,5.514e-321,1.150786986202e-311,6.8067e-320,1.150786977937e-311,5.51e-321,1.150786986202e-311,6.8067e-320,1.150786977953e-311
72.65093457943925,1.150786986202e-311,6.8067e-320,1.150786977969e-311,1.150614543533e-311,1.150786986202e-311,1.039777964826e-312,1.230757586013e-312,1.1507869780004e-311,1.188317642945e-312
1.444906542056075,1.150786978032e-311,0.0,5e-324,1.150786978044e-311,1.1507869780163e-311,1.2e-322,1.150614543533e-311,5e-324,0.0
0.05700934579439253,1.124657796464e-312,1.150614543533e-311,1.150786986202e-311,1.039777964826e-312,1.230757586013e-312,1.1507869780716e-311,5e-324,0.0,1.150786978103e-311
2.7803738317757007,5e-324,1.150786978115e-311,1.1507869780874e-311,5e-324,1.150786978127e-311,1.1507869780716e-311,8.4e-323,1.150609082566e-311,0.0
0.05700934579439253,1.039777964826e-312,1.230757586013e-312,5.726e-321,1.150786978131e-311,6.8067e-320,1.150786986028e-311,1.2e-322,1.1507191233646e-311,5e-324
1.444906542056075,6.5781872245e-313,9.1245821737e-313,1.2e-322,1.1507191233646e-311,5e-324,0.0,6.5781872245e-313,9.1245821737e-313,1.2e-322
